benchmark,numberOfVariables
FASTJSON-32_1,265
FASTJSON-32_1,276
FASTJSON-32_1,259
FASTJSON-32_1,268
FASTJSON-32_1,284
FASTJSON-32_1,319
FASTJSON-32_1,276
FASTJSON-32_1,280
FASTJSON-32_1,252
FASTJSON-32_1,280
FASTJSON-32_1,262
FASTJSON-32_1,347
FASTJSON-32_1,276
FASTJSON-32_1,314
FASTJSON-32_1,192
FASTJSON-32_1,276
FASTJSON-32_1,192
FASTJSON-32_1,293
FASTJSON-32_1,280
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,10
GUAVA-153_1,5
GUAVA-153_1,4
GUAVA-153_1,10
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,12
GUAVA-153_1,8
GUAVA-153_1,8
GUAVA-153_1,15
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,10
GUAVA-153_1,8
GUAVA-153_1,5
GUAVA-153_1,53
GUAVA-153_1,5
GUAVA-153_1,10
GUAVA-153_1,8
GUAVA-153_1,8
GUAVA-153_1,10
GUAVA-153_1,10
GUAVA-153_1,6
GUAVA-153_1,8
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,8
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,10
GUAVA-153_1,8
GUAVA-153_1,8
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,21
GUAVA-153_1,5
GUAVA-153_1,10
GUAVA-153_1,8
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,38
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,5
GUAVA-153_1,4950
GUAVA-153_1,5446
GUAVA-153_1,5458
FASTJSON-85_1,32
FASTJSON-85_1,7
FASTJSON-85_1,92
FASTJSON-85_1,10
FASTJSON-85_1,18
FASTJSON-85_1,41
FASTJSON-85_1,34
FASTJSON-85_1,80
FASTJSON-85_1,17
FASTJSON-85_1,102
FASTJSON-85_1,18
FASTJSON-85_1,14
FASTJSON-85_1,18
FASTJSON-85_1,82
FASTJSON-85_1,90
FASTJSON-85_1,32
FASTJSON-85_1,31
FASTJSON-85_1,32
FASTJSON-85_1,17
FASTJSON-85_1,69
FASTJSON-85_1,47
FASTJSON-85_1,0
FASTJSON-85_1,17
FASTJSON-85_1,58
FASTJSON-85_1,17
FASTJSON-85_1,31
FASTJSON-85_1,17
FASTJSON-85_1,72
FASTJSON-85_1,39
FASTJSON-85_1,18
FASTJSON-85_1,6
FASTJSON-85_1,18
FASTJSON-85_1,17
FASTJSON-85_1,21
FASTJSON-85_1,13
FASTJSON-85_1,90
FASTJSON-85_1,102
FASTJSON-85_1,30
FASTJSON-85_1,32
FASTJSON-85_1,90
FASTJSON-85_1,18
FASTJSON-85_1,3
FASTJSON-85_1,31
FASTJSON-85_1,13
FASTJSON-85_1,74
FASTJSON-85_1,32
FASTJSON-85_1,18
FASTJSON-85_1,50
FASTJSON-85_1,35
FASTJSON-85_1,90
FASTJSON-85_1,31
FASTJSON-85_1,0
FASTJSON-85_1,76
FASTJSON-85_1,0
FASTJSON-85_1,17
FASTJSON-85_1,17
FASTJSON-85_1,22
FASTJSON-85_1,18
FASTJSON-85_1,89
FASTJSON-85_1,39
FASTJSON-85_1,17
FASTJSON-85_1,39
FASTJSON-85_1,27
FASTJSON-85_1,18
FASTJSON-85_1,32
FASTJSON-85_1,31
FASTJSON-85_1,31
FASTJSON-85_1,91
FASTJSON-85_1,18
FASTJSON-85_1,11
FASTJSON-85_1,31
FASTJSON-85_1,31
FASTJSON-85_1,31
FASTJSON-85_1,25
FASTJSON-85_1,97
FASTJSON-85_1,96
FASTJSON-85_1,22
FASTJSON-85_1,104
FASTJSON-85_1,18
SEATA-14_1,81
SEATA-14_1,104
SEATA-14_1,86
SEATA-14_1,17
SEATA-14_1,158
SEATA-14_1,60
SEATA-14_1,35
SEATA-14_1,89
SEATA-14_1,94
SEATA-14_1,133
SEATA-14_1,149
SEATA-14_1,31
SEATA-14_1,66
SEATA-14_1,62
SEATA-14_1,85
SEATA-14_1,122
SEATA-14_1,76
SEATA-14_1,107
SEATA-14_1,114
SEATA-14_1,98
SEATA-14_1,70
SEATA-14_1,54
SEATA-14_1,69
SEATA-14_1,39
SEATA-14_1,90
SEATA-14_1,29
SEATA-14_1,64
SEATA-14_1,4
SEATA-14_1,89
SEATA-14_1,102
SEATA-14_1,99
SEATA-14_1,32
SEATA-14_1,154
SEATA-14_1,94
SEATA-14_1,79
SEATA-14_1,20
SEATA-14_1,111
SEATA-14_1,50
SEATA-14_1,118
SEATA-14_1,86
SEATA-14_1,22
SEATA-14_1,95
SEATA-14_1,24
SEATA-14_1,41
SEATA-14_1,162
SEATA-14_1,15
SEATA-14_1,32
SEATA-14_1,82
SEATA-14_1,126
SEATA-14_1,107
SEATA-14_1,44
SEATA-14_1,141
SEATA-14_1,16
SEATA-14_1,35
SEATA-14_1,22
SEATA-14_1,21
SEATA-14_1,129
SEATA-14_1,59
SEATA-14_1,137
SEATA-14_1,60
SEATA-14_1,10
SEATA-14_1,157
SEATA-14_1,73
SEATA-14_1,53
SEATA-14_1,25
SEATA-14_1,103
SEATA-14_1,5
SEATA-14_1,49
SEATA-14_1,11
SEATA-14_1,144
SEATA-14_1,62
SEATA-14_1,77
SEATA-14_1,73
SEATA-14_1,26
SEATA-14_1,90
SEATA-14_1,57
GUAVA-85_1,46
GUAVA-85_1,41
GUAVA-85_1,101
GUAVA-85_1,152
GUAVA-85_1,74
GUAVA-85_1,124
GUAVA-85_1,132
GUAVA-85_1,782
GUAVA-85_1,79
GUAVA-85_1,567
GUAVA-85_1,136
GUAVA-85_1,584
GUAVA-85_1,106
GUAVA-85_1,419
GUAVA-85_1,518
GUAVA-85_1,787
GUAVA-85_1,120
GUAVA-85_1,131
GUAVA-85_1,573
GUAVA-85_1,589
GUAVA-85_1,625
GUAVA-85_1,609
GUAVA-85_1,500
GUAVA-85_1,112
GUAVA-85_1,139
GUAVA-85_1,98
GUAVA-85_1,331
GUAVA-85_1,95
GUAVA-85_1,482
GUAVA-85_1,83
GUAVA-85_1,2935
GUAVA-85_1,2198
GUAVA-85_1,112
GUAVA-85_1,482
GUAVA-85_1,2089
GUAVA-85_1,88
GUAVA-85_1,368
GUAVA-85_1,3026
GUAVA-85_1,113
GUAVA-85_1,618
GUAVA-85_1,364
GUAVA-85_1,442
GUAVA-85_1,745
GUAVA-85_1,172
GUAVA-85_1,232
GUAVA-85_1,2410
GUAVA-85_1,1769
GUAVA-85_1,1288
GUAVA-85_1,77
GUAVA-85_1,342
GUAVA-85_1,84
GUAVA-85_1,417
GUAVA-85_1,198
GUAVA-85_1,109
GUAVA-85_1,164
GUAVA-85_1,189
GUAVA-85_1,557
GUAVA-85_1,228
GUAVA-85_1,1618
GUAVA-85_1,295
GUAVA-85_1,161
GUAVA-85_1,3236
GUAVA-85_1,528
GUAVA-85_1,294
GUAVA-85_1,838
GUAVA-85_1,93
GUAVA-85_1,41
GUAVA-85_1,261
GUAVA-85_1,139
GUAVA-85_1,99
GUAVA-85_1,308
GUAVA-85_1,3607
GUAVA-85_1,763
GUAVA-85_1,375
GUAVA-85_1,262
GUAVA-85_1,450
GUAVA-85_1,184
GUAVA-85_1,74
GUAVA-85_1,691
GUAVA-85_1,126
GUAVA-85_1,2531
GUAVA-85_1,41
GUAVA-85_1,597
GUAVA-85_1,140
GUAVA-85_1,161
GUAVA-85_1,180
GUAVA-85_1,768
GUAVA-85_1,229
GUAVA-85_1,1857
GUAVA-85_1,142
GUAVA-85_1,128
GUAVA-85_1,317
GUAVA-85_1,151
GUAVA-85_1,125
GUAVA-85_1,128
GUAVA-85_1,636
GUAVA-85_1,4225
GUAVA-85_1,771
GUAVA-85_1,2726
GUAVA-85_1,579
GUAVA-85_1,453
GUAVA-85_1,424
GUAVA-85_1,82
GUAVA-85_1,552
GUAVA-85_1,4467
GUAVA-85_1,1435
GUAVA-85_1,2575
GUAVA-85_1,103
GUAVA-85_1,101
GUAVA-85_1,93
GUAVA-85_1,117
GUAVA-85_1,124
GUAVA-85_1,3587
GUAVA-85_1,62
GUAVA-85_1,463
GUAVA-85_1,586
GUAVA-85_1,3947
GUAVA-85_1,106
GUAVA-85_1,559
GUAVA-85_1,117
GUAVA-85_1,95
GUAVA-85_1,86
GUAVA-85_1,4860
GUAVA-85_1,3572
GUAVA-85_1,1065
GUAVA-85_1,628
GUAVA-85_1,1582
GUAVA-85_1,4401
GUAVA-85_1,3478
GUAVA-85_1,4068
GUAVA-85_1,4695
GUAVA-85_1,3840
GUAVA-85_1,5017
GUAVA-85_1,3345
GUAVA-85_1,3566
GUAVA-85_1,6492
GUAVA-85_1,5281
FASTJSON-59_1,52
FASTJSON-59_1,45
FASTJSON-59_1,62
FASTJSON-59_1,108
FASTJSON-59_1,20
FASTJSON-59_1,14
FASTJSON-59_1,11
FASTJSON-59_1,4
FASTJSON-59_1,57
FASTJSON-59_1,27
FASTJSON-59_1,84
FASTJSON-59_1,60
FASTJSON-59_1,42
FASTJSON-59_1,93
FASTJSON-59_1,11
FASTJSON-59_1,4
FASTJSON-59_1,3
FASTJSON-59_1,11
FASTJSON-59_1,16
FASTJSON-59_1,36
FASTJSON-59_1,11
FASTJSON-59_1,11
FASTJSON-59_1,55
FASTJSON-59_1,58
FASTJSON-59_1,17
FASTJSON-59_1,94
FASTJSON-59_1,3
FASTJSON-59_1,40
FASTJSON-59_1,37
FASTJSON-59_1,32
FASTJSON-59_1,22
FASTJSON-59_1,4
FASTJSON-59_1,4
FASTJSON-59_1,56
FASTJSON-59_1,33
FASTJSON-59_1,11
FASTJSON-59_1,11
FASTJSON-59_1,68
FASTJSON-59_1,24
FASTJSON-59_1,70
FASTJSON-59_1,47
FASTJSON-59_1,34
FASTJSON-59_1,47
FASTJSON-59_1,72
FASTJSON-59_1,62
FASTJSON-59_1,50
FASTJSON-59_1,6
FASTJSON-59_1,10
FASTJSON-59_1,81
FASTJSON-59_1,4
FASTJSON-59_1,69
FASTJSON-59_1,57
FASTJSON-59_1,107
FASTJSON-59_1,106
FASTJSON-59_1,22
FASTJSON-59_1,9
FASTJSON-59_1,52
FASTJSON-59_1,46
FASTJSON-59_1,32
FASTJSON-59_1,60
FASTJSON-59_1,15
FASTJSON-59_1,11
FASTJSON-59_1,6
FASTJSON-59_1,59
FASTJSON-59_1,96
FASTJSON-59_1,35
FASTJSON-59_1,15
FASTJSON-59_1,35
FASTJSON-59_1,12
FASTJSON-59_1,40
FASTJSON-59_1,16
FASTJSON-59_1,30
FASTJSON-59_1,4
FASTJSON-59_1,9
FASTJSON-59_1,10
FASTJSON-59_1,28
FASTJSON-59_1,46
FASTJSON-59_1,4
FASTJSON-59_1,4
FASTJSON-59_1,4
FASTJSON-59_1,58
FASTJSON-59_1,45
FASTJSON-59_1,26
FASTJSON-59_1,64
FASTJSON-59_1,26
FASTJSON-59_1,4
FASTJSON-59_1,14
FASTJSON-59_1,95
FASTJSON-59_1,11
FASTJSON-59_1,12
FASTJSON-59_1,11
FASTJSON-59_1,11
FASTJSON-59_1,4
FASTJSON-59_1,71
FASTJSON-59_1,21
FASTJSON-59_1,50
FASTJSON-59_1,82
FASTJSON-59_1,65
FASTJSON-59_1,38
FASTJSON-59_1,8
FASTJSON-59_1,83
FASTJSON-59_1,105
FASTJSON-59_1,24
FASTJSON-59_1,23
FASTJSON-59_1,11
FASTJSON-59_1,48
FASTJSON-59_1,44
FASTJSON-59_1,34
FASTJSON-59_1,11
SEATA-32_1,39
SEATA-32_1,136
SEATA-32_1,33
SEATA-32_1,160
SEATA-32_1,141
SEATA-32_1,172
SEATA-32_1,4
SEATA-32_1,28
SEATA-32_1,167
SEATA-32_1,146
SEATA-32_1,191
SEATA-32_1,157
SEATA-32_1,184
SEATA-32_1,175
SEATA-32_1,181
SEATA-32_1,164
SEATA-32_1,188
SEATA-32_1,151
FASTJSON-64_1,7
FASTJSON-64_1,12
FASTJSON-64_1,24
FASTJSON-64_1,5
FASTJSON-64_1,24
FASTJSON-64_1,24
FASTJSON-64_1,24
FASTJSON-64_1,24
FASTJSON-64_1,7
FASTJSON-64_1,10
FASTJSON-64_1,5
FASTJSON-64_1,7
FASTJSON-64_1,8
FASTJSON-64_1,10
FASTJSON-64_1,24
FASTJSON-64_1,5
FASTJSON-64_1,5
FASTJSON-64_1,8
FASTJSON-64_1,7
FASTJSON-64_1,24
FASTJSON-64_1,7
FASTJSON-64_1,21
FASTJSON-64_1,10
FASTJSON-64_1,6
FASTJSON-64_1,21
FASTJSON-64_1,7
FASTJSON-64_1,7
FASTJSON-64_1,21
FASTJSON-64_1,203
FASTJSON-64_1,24
FASTJSON-64_1,8
FASTJSON-64_1,200
GUAVA-45_1,70
GUAVA-45_1,6
GUAVA-45_1,7
GUAVA-45_1,54
GUAVA-45_1,477
GUAVA-45_1,33
GUAVA-45_1,6
GUAVA-45_1,69
GUAVA-45_1,1298
GUAVA-45_1,18
GUAVA-45_1,934
GUAVA-45_1,76
GUAVA-45_1,960
GUAVA-45_1,2736
GUAVA-45_1,211
GUAVA-45_1,2488
GUAVA-45_1,685
GUAVA-45_1,1661
GUAVA-45_1,2299
GUAVA-45_1,2278
GUAVA-45_1,1489
GUAVA-45_1,174
GUAVA-45_1,6
GUAVA-45_1,3
GUAVA-45_1,4504
GUAVA-45_1,2640
GUAVA-45_1,5373
GUAVA-45_1,18
GUAVA-45_1,1712
GUAVA-45_1,3198
GUAVA-45_1,3512
GUAVA-45_1,39
GUAVA-45_1,18
GUAVA-45_1,3918
GUAVA-45_1,2068
GUAVA-45_1,24
GUAVA-45_1,54
GUAVA-45_1,4
GUAVA-45_1,3302
GUAVA-45_1,2464
GUAVA-45_1,6496
GUAVA-45_1,2
GUAVA-45_1,6253
GUAVA-45_1,2653
GUAVA-45_1,11
GUAVA-45_1,2253
GUAVA-45_1,2578
GUAVA-45_1,9
GUAVA-45_1,21
GUAVA-45_1,28
GUAVA-45_1,618
GUAVA-45_1,70
GUAVA-45_1,6589
GUAVA-45_1,2233
GUAVA-45_1,2918
GUAVA-45_1,4042
GUAVA-45_1,4829
GUAVA-45_1,1693
GUAVA-45_1,6509
GUAVA-45_1,992
GUAVA-45_1,877
GUAVA-45_1,4204
GUAVA-45_1,261
GUAVA-45_1,1718
GUAVA-45_1,8
GUAVA-45_1,7190
GUAVA-45_1,38
GUAVA-45_1,274
GUAVA-45_1,3638
GUAVA-45_1,2237
GUAVA-45_1,5
GUAVA-45_1,44
GUAVA-45_1,1243
GUAVA-45_1,5606
GUAVA-45_1,469
GUAVA-45_1,2515
GUAVA-45_1,6
GUAVA-45_1,24
GUAVA-45_1,25
GUAVA-45_1,3028
GUAVA-45_1,3558
GUAVA-45_1,27
GUAVA-45_1,46
GUAVA-45_1,3
GUAVA-45_1,36
GUAVA-45_1,982
GUAVA-45_1,5350
GUAVA-45_1,4228
GUAVA-45_1,30
GUAVA-45_1,502
GUAVA-45_1,5
GUAVA-45_1,43
GUAVA-45_1,5
GUAVA-45_1,9
GUAVA-45_1,6
GUAVA-45_1,13
GUAVA-45_1,60
GUAVA-45_1,63
GUAVA-45_1,2944
GUAVA-45_1,1585
GUAVA-45_1,4518
GUAVA-45_1,4
GUAVA-45_1,19
GUAVA-45_1,7517
GUAVA-45_1,1292
GUAVA-45_1,2198
GUAVA-45_1,2562
GUAVA-45_1,7792
GUAVA-45_1,5334
GUAVA-45_1,960
GUAVA-45_1,1853
GUAVA-45_1,3968
GUAVA-45_1,5296
GUAVA-45_1,2358
GUAVA-45_1,3712
GUAVA-45_1,6125
GUAVA-45_1,7581
SPOON-165_1,14
SPOON-165_1,11
SPOON-165_1,51
SPOON-165_1,10
SPOON-165_1,14
SPOON-165_1,14
SPOON-165_1,16
SPOON-165_1,10
SPOON-165_1,66
SPOON-165_1,30
SPOON-165_1,4
SPOON-165_1,11
SPOON-165_1,8
SPOON-165_1,9
SPOON-165_1,506
SPOON-165_1,499
SPOON-165_1,518
SPOON-165_1,10
SPOON-165_1,536
SPOON-165_1,519
SPOON-165_1,16
SPOON-165_1,7
SPOON-165_1,501
SPOON-165_1,14
SPOON-165_1,11
SPOON-165_1,8
SPOON-165_1,8
SPOON-165_1,14
SPOON-165_1,497
SPOON-165_1,503
SPOON-165_1,503
SPOON-165_1,497
SPOON-165_1,505
SPOON-165_1,506
SPOON-165_1,522
SPOON-165_1,502
SPOON-165_1,513
SPOON-165_1,10534
SPOON-165_1,10454
SPOON-165_1,10474
SPOON-165_1,10465
FASTJSON-25_1,9
FASTJSON-25_1,10
FASTJSON-25_1,8
FASTJSON-25_1,13
FASTJSON-25_1,5
SPOON-101_1,11
SPOON-101_1,40
SPOON-101_1,22
SPOON-101_1,8
SPOON-101_1,9
SPOON-101_1,10
SPOON-101_1,68
SPOON-101_1,7
SPOON-101_1,9
SPOON-101_1,9
SPOON-101_1,9
SPOON-101_1,5
SPOON-101_1,11
SPOON-101_1,37
SPOON-101_1,5
SPOON-101_1,5
SPOON-101_1,5
SPOON-101_1,8
SPOON-101_1,53
SPOON-101_1,8
SPOON-101_1,9
SPOON-101_1,6
SPOON-101_1,9
SPOON-101_1,1424
SPOON-101_1,4752
SPOON-101_1,10827
SPOON-101_1,10931
SEATA-16_1,41
SEATA-16_1,83
SEATA-16_1,45
SEATA-16_1,54
SEATA-16_1,34
SEATA-16_1,96
SEATA-16_1,26
SEATA-16_1,26
SEATA-16_1,23
SEATA-16_1,23
SEATA-16_1,38
SEATA-16_1,26
SEATA-16_1,32
SEATA-16_1,57
SEATA-16_1,51
SEATA-16_1,26
SEATA-16_1,31
SEATA-16_1,23
SEATA-16_1,47
SEATA-16_1,44
SEATA-16_1,23
GUAVA-110_1,5
GUAVA-110_1,2
GUAVA-110_1,44
GUAVA-110_1,4
GUAVA-110_1,48
GUAVA-110_1,96
GUAVA-110_1,7
GUAVA-110_1,64
GUAVA-110_1,353
GUAVA-110_1,16
GUAVA-110_1,4
GUAVA-110_1,5
GUAVA-110_1,281
GUAVA-110_1,32
GUAVA-110_1,101
GUAVA-110_1,72
GUAVA-110_1,81
GUAVA-110_1,70
GUAVA-110_1,5
GUAVA-110_1,76
GUAVA-110_1,79
GUAVA-110_1,37
GUAVA-110_1,24
GUAVA-110_1,11
GUAVA-110_1,12
GUAVA-110_1,569
GUAVA-110_1,115
GUAVA-110_1,57
GUAVA-110_1,2
GUAVA-110_1,49
GUAVA-110_1,95
GUAVA-110_1,137
GUAVA-110_1,605
GUAVA-110_1,11
GUAVA-110_1,76
GUAVA-110_1,79
GUAVA-110_1,121
GUAVA-110_1,69
GUAVA-110_1,62
GUAVA-110_1,121
GUAVA-110_1,23
GUAVA-110_1,8
GUAVA-110_1,119
GUAVA-110_1,4
GUAVA-110_1,2
GUAVA-110_1,11
GUAVA-110_1,76
GUAVA-110_1,5
GUAVA-110_1,9
GUAVA-110_1,177
GUAVA-110_1,114
GUAVA-110_1,121
GUAVA-110_1,2
GUAVA-110_1,40
GUAVA-110_1,785
GUAVA-110_1,18
GUAVA-110_1,121
GUAVA-110_1,11
GUAVA-110_1,10
GUAVA-110_1,26
GUAVA-110_1,70
GUAVA-110_1,118
GUAVA-110_1,74
GUAVA-110_1,11
GUAVA-110_1,57
GUAVA-110_1,62
GUAVA-110_1,59
GUAVA-110_1,7
GUAVA-110_1,65
GUAVA-110_1,209
GUAVA-110_1,641
GUAVA-110_1,5
GUAVA-110_1,2
GUAVA-110_1,425
GUAVA-110_1,74
GUAVA-110_1,749
GUAVA-110_1,80
GUAVA-110_1,57
GUAVA-110_1,33
GUAVA-110_1,4
GUAVA-110_1,140
GUAVA-110_1,16
GUAVA-110_1,121
GUAVA-110_1,4
GUAVA-110_1,26
GUAVA-110_1,58
GUAVA-110_1,4
GUAVA-110_1,76
GUAVA-110_1,7
GUAVA-110_1,69
GUAVA-110_1,76
GUAVA-110_1,33
GUAVA-110_1,70
GUAVA-110_1,42
GUAVA-110_1,11
GUAVA-110_1,5
GUAVA-110_1,389
GUAVA-110_1,2
GUAVA-110_1,76
GUAVA-110_1,8
GUAVA-110_1,61
GUAVA-110_1,245
GUAVA-110_1,4
GUAVA-110_1,7
GUAVA-110_1,2
GUAVA-110_1,70
GUAVA-110_1,79
GUAVA-110_1,68
GUAVA-110_1,14
GUAVA-110_1,61
GUAVA-110_1,27
GUAVA-110_1,2
GUAVA-110_1,15
GUAVA-110_1,4
GUAVA-110_1,12
GUAVA-110_1,100
GUAVA-110_1,5
GUAVA-110_1,2
GUAVA-110_1,4
GUAVA-110_1,100
GUAVA-110_1,27
GUAVA-110_1,6
GUAVA-110_1,65
GUAVA-110_1,193
GUAVA-110_1,37
GUAVA-110_1,4
GUAVA-110_1,30
GUAVA-110_1,4
GUAVA-110_1,79
GUAVA-110_1,14
GUAVA-110_1,6
GUAVA-110_1,18
GUAVA-110_1,2
GUAVA-110_1,5
GUAVA-110_1,6
GUAVA-110_1,9
GUAVA-110_1,9
GUAVA-110_1,79
GUAVA-110_1,26
GUAVA-110_1,11
GUAVA-110_1,79
GUAVA-110_1,9
GUAVA-110_1,461
GUAVA-110_1,4
GUAVA-110_1,173
GUAVA-110_1,66
GUAVA-110_1,2
GUAVA-110_1,497
GUAVA-110_1,100
GUAVA-110_1,7
GUAVA-110_1,14
GUAVA-110_1,21
GUAVA-110_1,9
GUAVA-110_1,70
GUAVA-110_1,75
GUAVA-110_1,61
GUAVA-110_1,70
GUAVA-110_1,9
GUAVA-110_1,6
GUAVA-110_1,7
GUAVA-110_1,21
GUAVA-110_1,6
GUAVA-110_1,821
GUAVA-110_1,103
GUAVA-110_1,6
GUAVA-110_1,5
GUAVA-110_1,7
GUAVA-110_1,61
GUAVA-110_1,29
GUAVA-110_1,7
GUAVA-110_1,79
GUAVA-110_1,2
GUAVA-110_1,5
GUAVA-110_1,24
GUAVA-110_1,7
GUAVA-110_1,64
GUAVA-110_1,7
GUAVA-110_1,9
GUAVA-110_1,11
GUAVA-110_1,7
GUAVA-110_1,124
GUAVA-110_1,20
GUAVA-110_1,154
GUAVA-110_1,76
GUAVA-110_1,13
GUAVA-110_1,5
GUAVA-110_1,43
GUAVA-110_1,9
GUAVA-110_1,52
GUAVA-110_1,48
GUAVA-110_1,137
GUAVA-110_1,9
GUAVA-110_1,317
GUAVA-110_1,39
GUAVA-110_1,533
GUAVA-110_1,72
GUAVA-110_1,6
GUAVA-110_1,7
GUAVA-110_1,9
GUAVA-110_1,125
GUAVA-110_1,70
GUAVA-110_1,713
GUAVA-110_1,4
GUAVA-110_1,4
GUAVA-110_1,677
GUAVA-110_1,5
GUAVA-110_1,4
GUAVA-110_1,2
GUAVA-110_1,16
GUAVA-110_1,7
GUAVA-110_1,121
FASTJSON-15_1,14
FASTJSON-15_1,6
FASTJSON-15_1,375
FASTJSON-15_1,288
FASTJSON-15_1,20
FASTJSON-15_1,281
FASTJSON-15_1,402
FASTJSON-15_1,348
FASTJSON-15_1,298
FASTJSON-15_1,7
FASTJSON-15_1,342
FASTJSON-15_1,8
FASTJSON-15_1,9
FASTJSON-15_1,12
FASTJSON-15_1,330
FASTJSON-15_1,306
FASTJSON-15_1,406
SPOON-9_1,35
SPOON-9_1,51
SPOON-9_1,19
SPOON-9_1,10
SPOON-9_1,32
SPOON-9_1,792
SPOON-9_1,43
SPOON-9_1,263
SPOON-9_1,47
SPOON-9_1,16
SPOON-9_1,3
SPOON-9_1,12
SPOON-9_1,65
SPOON-9_1,24
SPOON-9_1,19
SPOON-9_1,50
SPOON-9_1,51
SPOON-9_1,15
SPOON-9_1,5
SPOON-9_1,3
SPOON-9_1,2
SPOON-9_1,61
SPOON-9_1,16
SPOON-9_1,41
SPOON-9_1,94
SPOON-9_1,54
SPOON-9_1,38
SPOON-9_1,37
SPOON-9_1,26
SPOON-9_1,7
SPOON-9_1,18
SPOON-9_1,22
SPOON-9_1,25
SPOON-9_1,61
SPOON-9_1,4
SPOON-9_1,18
SPOON-9_1,8
SPOON-9_1,24
SPOON-9_1,88
SPOON-9_1,8
SPOON-9_1,42
SPOON-9_1,76
SPOON-9_1,12
SPOON-9_1,17
SPOON-9_1,24
SPOON-9_1,78
SPOON-9_1,1674
SPOON-9_1,2346
SPOON-9_1,42
SPOON-9_1,49
SPOON-9_1,5
SPOON-9_1,38
SPOON-9_1,12
SPOON-9_1,4
SPOON-9_1,4248
SPOON-9_1,407
SPOON-9_1,23
SPOON-9_1,20
SPOON-9_1,6
SPOON-9_1,27
SPOON-9_1,1470
SPOON-9_1,3894
SPOON-9_1,7338
SPOON-9_1,2412
SPOON-9_1,4794
SPOON-9_1,3018
SPOON-9_1,5742
SPOON-9_1,6984
SPOON-9_1,8298
SPOON-9_1,7223
SPOON-9_1,9144
SPOON-169_1,13
SPOON-169_1,10
SPOON-169_1,10
SPOON-169_1,4
SPOON-169_1,10
SPOON-169_1,10
SPOON-169_1,4
SPOON-169_1,232
SPOON-169_1,631
SPOON-169_1,729
SPOON-169_1,626
SPOON-169_1,626
SPOON-169_1,651
SPOON-169_1,665
SPOON-169_1,690
SPOON-169_1,704
SPOON-169_1,704
SPOON-157_1,59
SPOON-157_1,71
SPOON-157_1,47
SPOON-157_1,16
SPOON-157_1,4
SPOON-157_1,45
SPOON-157_1,45
SPOON-157_1,41
SPOON-157_1,55
SPOON-157_1,47
SPOON-157_1,79
SPOON-157_1,55
SPOON-157_1,75
SPOON-157_1,47
SPOON-157_1,41
SPOON-157_1,79
SPOON-157_1,41
SPOON-157_1,79
SPOON-157_1,641
SPOON-157_1,1165
SPOON-157_1,2662
SPOON-157_1,11086
SPOON-157_1,11113
SPOON-157_1,11196
SPOON-157_1,11660
FASTJSON-4_1,22
FASTJSON-4_1,7
FASTJSON-4_1,50
FASTJSON-4_1,40
FASTJSON-4_1,14
FASTJSON-4_1,35
FASTJSON-4_1,41
FASTJSON-4_1,0
FASTJSON-4_1,27
FASTJSON-4_1,21
FASTJSON-4_1,38
FASTJSON-4_1,0
FASTJSON-4_1,42
FASTJSON-4_1,0
FASTJSON-4_1,38
FASTJSON-4_1,0
FASTJSON-4_1,45
FASTJSON-4_1,103
FASTJSON-4_1,61
FASTJSON-4_1,0
FASTJSON-4_1,0
FASTJSON-4_1,21
FASTJSON-4_1,18
FASTJSON-4_1,162
FASTJSON-4_1,51
FASTJSON-4_1,56
FASTJSON-4_1,0
FASTJSON-4_1,35
FASTJSON-4_1,24
FASTJSON-4_1,67
FASTJSON-4_1,54
FASTJSON-4_1,0
FASTJSON-4_1,48
FASTJSON-4_1,47
FASTJSON-4_1,45
FASTJSON-4_1,35
FASTJSON-4_1,45
FASTJSON-4_1,17
FASTJSON-4_1,0
FASTJSON-4_1,28
FASTJSON-4_1,36
FASTJSON-4_1,54
FASTJSON-4_1,204
FASTJSON-4_1,48
FASTJSON-4_1,19
FASTJSON-4_1,35
FASTJSON-4_1,33
FASTJSON-4_1,0
FASTJSON-4_1,30
FASTJSON-4_1,52
FASTJSON-4_1,0
FASTJSON-4_1,39
FASTJSON-4_1,32
FASTJSON-4_1,47
FASTJSON-4_1,53
FASTJSON-4_1,39
FASTJSON-4_1,35
FASTJSON-4_1,20
FASTJSON-4_1,45
FASTJSON-4_1,41
FASTJSON-4_1,102
FASTJSON-4_1,67
FASTJSON-4_1,32
FASTJSON-4_1,25
FASTJSON-4_1,105
FASTJSON-4_1,50
FASTJSON-4_1,50
FASTJSON-4_1,32
FASTJSON-4_1,47
FASTJSON-4_1,0
FASTJSON-4_1,0
FASTJSON-4_1,21
FASTJSON-4_1,45
FASTJSON-4_1,48
FASTJSON-4_1,108
FASTJSON-4_1,14
FASTJSON-4_1,20
FASTJSON-4_1,54
FASTJSON-4_1,35
