benchmark,file,result,numberOfVariables,reps,numberOfClauses,height,ucNumberOfVariables,ucReps,ucNumberOfClauses,ucHeight
FASTJSON-105_1,smt-205,SAT,12,34,31,9,0,0,0,0
FASTJSON-105_1,smt-206,SAT,15,44,38,9,0,0,0,0
FASTJSON-105_1,smt-189,UNSAT,289,1564,1044,50,6,3,6,3
FASTJSON-105_1,smt-207,SAT,23,49,50,9,0,0,0,0
FASTJSON-105_1,smt-209,SAT,13,39,33,9,0,0,0,0
FASTJSON-105_1,smt-192,UNSAT,290,1679,1056,50,6,3,6,3
FASTJSON-105_1,smt-216,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-105_1,smt-21,SAT,7,19,17,9,0,0,0,0
FASTJSON-105_1,smt-211,SAT,10,29,26,9,0,0,0,0
FASTJSON-105_1,smt-210,SAT,11,39,31,9,0,0,0,0
FASTJSON-105_1,smt-212,SAT,11,39,31,9,0,0,0,0
FASTJSON-105_1,smt-213,SAT,8,29,24,9,0,0,0,0
FASTJSON-105_1,smt-191,UNSAT,377,1725,1254,50,3,46,3,29
FASTJSON-105_1,smt-115,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-215,SAT,29,68,69,9,0,0,0,0
FASTJSON-105_1,smt-116,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-118,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-119,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-117,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-120,SAT,8,27,22,9,0,0,0,0
FASTJSON-105_1,smt-12,SAT,9,22,22,9,0,0,0,0
FASTJSON-105_1,smt-121,SAT,15,37,36,9,0,0,0,0
FASTJSON-105_1,smt-122,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-124,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-123,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-125,SAT,9,22,22,9,0,0,0,0
FASTJSON-105_1,smt-141,UNSAT,12,27,29,9,7,2,6,3
FASTJSON-105_1,smt-16,SAT,5,19,15,9,0,0,0,0
FASTJSON-105_1,smt-187,SAT,12,32,29,9,0,0,0,0
FASTJSON-105_1,smt-194,UNSAT,289,1564,1044,50,6,3,6,3
FASTJSON-105_1,smt-217,SAT,29,68,69,9,0,0,0,0
FASTJSON-105_1,smt-202,SAT,20,54,49,9,0,0,0,0
FASTJSON-105_1,smt-22,SAT,9,22,22,9,0,0,0,0
FASTJSON-105_1,smt-219,SAT,29,68,69,9,0,0,0,0
FASTJSON-105_1,smt-220,SAT,12,34,31,9,0,0,0,0
FASTJSON-105_1,smt-177,UNSAT,208,1288,813,50,2,2,3,3
FASTJSON-105_1,smt-203,UNSAT,290,1679,1056,50,6,3,6,3
FASTJSON-105_1,smt-2,UNSAT,287,1564,1035,50,7,3,7,4
FASTJSON-105_1,smt-222,UNSAT,216,1518,846,50,3,46,3,29
FASTJSON-105_1,smt-208,SAT,16,57,48,9,0,0,0,0
FASTJSON-105_1,smt-301,UNKNOWN,205,1288,804,50,0,0,0,0
FASTJSON-105_1,smt-221,UNSAT,61,93,156,9,8,2,7,4
FASTJSON-105_1,smt-224,SAT,8,29,24,9,0,0,0,0
FASTJSON-105_1,smt-225,SAT,11,39,31,9,0,0,0,0
FASTJSON-105_1,smt-227,UNSAT,29,68,69,9,13,2,11,4
FASTJSON-105_1,smt-226,SAT,29,68,69,9,0,0,0,0
FASTJSON-105_1,smt-223,SAT,12,34,31,9,0,0,0,0
FASTJSON-105_1,smt-332,UNKNOWN,186,989,725,50,0,0,0,0
FASTJSON-105_1,smt-228,UNSAT,289,1564,1044,50,6,3,6,3
FASTJSON-105_1,smt-218,UNSAT,386,1748,1281,50,3,46,3,29
FASTJSON-105_1,smt-229,UNSAT,402,1748,1304,50,3,46,3,29
FASTJSON-105_1,smt-157,UNKNOWN,204,1173,792,50,0,0,0,0
FASTJSON-105_1,smt-193,UNKNOWN,205,1288,804,50,0,0,0,0
FASTJSON-105_1,smt-214,UNKNOWN,205,1288,804,50,0,0,0,0
FASTJSON-105_1,smt-204,UNKNOWN,205,1288,804,50,0,0,0,0
FASTJSON-15_1,smt-12,SAT,12,19,24,9,0,0,0,0
FASTJSON-15_1,smt-11,UNSAT,20,47,61,9,3,3,3,5
FASTJSON-15_1,smt-2,SAT,6,23,20,8,0,0,0,0
FASTJSON-15_1,smt-4,SAT,14,13,26,8,0,0,0,0
FASTJSON-15_1,smt-16,UNSAT,288,33,325,260,3,2,4,4
FASTJSON-15_1,smt-3,UNSAT,306,43,362,260,3,2,4,4
FASTJSON-15_1,smt-6,SAT,7,2,10,5,0,0,0,0
FASTJSON-15_1,smt-14,UNSAT,342,63,436,260,3,2,4,4
FASTJSON-15_1,smt-8,UNSAT,8,32,27,8,5,3,6,3
FASTJSON-15_1,smt-1,SAT,9,35,25,9,0,0,0,0
FASTJSON-15_1,smt-10,UNSAT,281,28,313,260,5,2,6,3
FASTJSON-15_1,smt-13,UNKNOWN,348,63,447,260,0,0,0,0
FASTJSON-15_1,smt-5,UNKNOWN,298,38,346,260,0,0,0,0
FASTJSON-15_1,smt-17,UNKNOWN,375,83,506,260,0,0,0,0
FASTJSON-15_1,smt-15,UNKNOWN,406,98,568,260,0,0,0,0
FASTJSON-15_1,smt-7,UNKNOWN,330,53,410,260,0,0,0,0
FASTJSON-15_1,smt-9,UNKNOWN,402,93,558,260,0,0,0,0
FASTJSON-17_1,smt-8,UNSAT,5,12,15,8,3,2,4,4
FASTJSON-17_1,smt-3,SAT,6,17,18,8,0,0,0,0
FASTJSON-17_1,smt-1,SAT,5,12,15,8,0,0,0,0
FASTJSON-17_1,smt-2,SAT,4,12,13,8,0,0,0,0
FASTJSON-17_1,smt-5,UNSAT,16,42,43,9,2,2,3,4
FASTJSON-17_1,smt-4,SAT,9,29,27,9,0,0,0,0
FASTJSON-17_1,smt-6,SAT,24,52,57,9,0,0,0,0
FASTJSON-17_1,smt-7,SAT,26,52,60,9,0,0,0,0
FASTJSON-19_1,smt-106,UNSAT,47,146,119,9,10,2,9,4
FASTJSON-19_1,smt-104,SAT,47,146,119,9,0,0,0,0
FASTJSON-19_1,smt-107,SAT,48,156,121,9,0,0,0,0
FASTJSON-19_1,smt-103,UNSAT,61,146,151,9,5,3,6,4
FASTJSON-19_1,smt-102,UNSAT,83,195,197,9,5,3,6,4
FASTJSON-19_1,smt-111,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-19_1,smt-11,SAT,19,68,49,9,0,0,0,0
FASTJSON-19_1,smt-114,SAT,61,188,151,9,0,0,0,0
FASTJSON-19_1,smt-1,SAT,24,93,68,9,0,0,0,0
FASTJSON-19_1,smt-108,UNSAT,115,319,399,69,2,2,3,3
FASTJSON-19_1,smt-110,UNSAT,124,372,435,69,31,4,7,30
FASTJSON-19_1,smt-119,SAT,47,146,119,9,0,0,0,0
FASTJSON-19_1,smt-12,SAT,25,93,66,9,0,0,0,0
FASTJSON-19_1,smt-120,UNSAT,61,146,151,9,5,3,6,4
FASTJSON-19_1,smt-100,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-105,SAT,89,272,335,69,0,0,0,0
FASTJSON-19_1,smt-122,SAT,69,195,165,9,0,0,0,0
FASTJSON-19_1,smt-123,UNSAT,130,319,453,69,2,2,3,3
FASTJSON-19_1,smt-121,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-113,SAT,128,372,442,69,0,0,0,0
FASTJSON-19_1,smt-115,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-13,UNSAT,15,56,40,9,4,9,4,7
FASTJSON-19_1,smt-129,UNSAT,139,372,489,69,31,4,7,30
FASTJSON-19_1,smt-112,SAT,130,372,447,69,0,0,0,0
FASTJSON-19_1,smt-10,UNSAT,162,1725,706,76,4,2,5,3
FASTJSON-19_1,smt-109,UNKNOWN,138,400,478,69,0,0,0,0
FASTJSON-19_1,smt-101,UNKNOWN,142,513,504,70,0,0,0,0
FASTJSON-19_1,smt-116,SAT,62,154,151,9,0,0,0,0
FASTJSON-19_1,smt-124,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-134,UNSAT,83,195,197,9,5,3,6,4
FASTJSON-19_1,smt-125,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-135,SAT,92,195,206,9,0,0,0,0
FASTJSON-19_1,smt-127,SAT,143,372,496,69,0,0,0,0
FASTJSON-19_1,smt-137,UNSAT,106,274,372,69,5,3,6,4
FASTJSON-19_1,smt-126,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-14,SAT,17,66,48,9,0,0,0,0
FASTJSON-19_1,smt-139,SAT,62,154,151,9,0,0,0,0
FASTJSON-19_1,smt-138,UNSAT,108,294,383,69,5,3,6,4
FASTJSON-19_1,smt-142,SAT,52,146,127,9,0,0,0,0
FASTJSON-19_1,smt-130,UNSAT,148,522,554,69,34,10,6,36
FASTJSON-19_1,smt-132,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-15,SAT,49,156,189,69,0,0,0,0
FASTJSON-19_1,smt-18,SAT,31,108,79,9,0,0,0,0
FASTJSON-19_1,smt-19,SAT,27,95,69,9,0,0,0,0
FASTJSON-19_1,smt-131,SAT,94,294,351,69,0,0,0,0
FASTJSON-19_1,smt-133,UNSAT,124,408,315,18,3,2,4,3
FASTJSON-19_1,smt-2,SAT,5,19,15,9,0,0,0,0
FASTJSON-19_1,smt-22,SAT,31,120,85,9,0,0,0,0
FASTJSON-19_1,smt-23,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-20,UNSAT,179,2075,752,76,3,2,4,3
FASTJSON-19_1,smt-24,UNSAT,37,135,98,9,4,12,6,7
FASTJSON-19_1,smt-118,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-27,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-26,UNSAT,39,137,101,9,4,12,6,7
FASTJSON-19_1,smt-34,SAT,31,120,85,9,0,0,0,0
FASTJSON-19_1,smt-29,SAT,43,169,119,9,0,0,0,0
FASTJSON-19_1,smt-3,UNSAT,12,44,35,9,6,2,6,4
FASTJSON-19_1,smt-30,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-32,UNSAT,12,44,35,9,6,2,6,4
FASTJSON-19_1,smt-31,SAT,33,122,88,9,0,0,0,0
FASTJSON-19_1,smt-16,SAT,25,83,62,9,0,0,0,0
FASTJSON-19_1,smt-33,SAT,16,61,46,9,0,0,0,0
FASTJSON-19_1,smt-35,SAT,31,120,85,9,0,0,0,0
FASTJSON-19_1,smt-37,UNSAT,39,137,101,9,4,12,6,7
FASTJSON-19_1,smt-21,UNSAT,37,135,98,9,4,12,6,7
FASTJSON-19_1,smt-36,UNSAT,100,390,369,69,3,2,4,3
FASTJSON-19_1,smt-4,SAT,5,19,15,9,0,0,0,0
FASTJSON-19_1,smt-40,SAT,24,93,68,9,0,0,0,0
FASTJSON-19_1,smt-41,UNSAT,37,135,98,9,4,12,6,7
FASTJSON-19_1,smt-44,UNSAT,35,124,91,9,4,9,4,7
FASTJSON-19_1,smt-45,SAT,36,132,97,9,0,0,0,0
FASTJSON-19_1,smt-46,UNSAT,39,137,101,9,4,12,6,7
FASTJSON-19_1,smt-47,UNSAT,39,137,101,9,4,12,6,7
FASTJSON-19_1,smt-48,SAT,45,174,124,9,0,0,0,0
FASTJSON-19_1,smt-49,SAT,31,120,85,9,0,0,0,0
FASTJSON-19_1,smt-50,SAT,41,142,106,9,0,0,0,0
FASTJSON-19_1,smt-51,SAT,43,169,119,9,0,0,0,0
FASTJSON-19_1,smt-52,UNSAT,37,135,98,9,4,12,6,7
FASTJSON-19_1,smt-53,UNSAT,39,137,101,9,4,12,6,7
FASTJSON-19_1,smt-54,SAT,33,125,90,9,0,0,0,0
FASTJSON-19_1,smt-55,UNSAT,37,126,94,9,6,12,7,7
FASTJSON-19_1,smt-136,SAT,108,294,383,69,0,0,0,0
FASTJSON-19_1,smt-38,SAT,45,174,124,9,0,0,0,0
FASTJSON-19_1,smt-58,SAT,33,125,90,9,0,0,0,0
FASTJSON-19_1,smt-59,SAT,33,125,90,9,0,0,0,0
FASTJSON-19_1,smt-6,SAT,10,39,29,9,0,0,0,0
FASTJSON-19_1,smt-60,SAT,45,174,124,9,0,0,0,0
FASTJSON-19_1,smt-61,SAT,44,152,113,9,0,0,0,0
FASTJSON-19_1,smt-62,SAT,33,125,90,9,0,0,0,0
FASTJSON-19_1,smt-42,UNSAT,181,2075,759,76,4,2,5,3
FASTJSON-19_1,smt-63,SAT,33,125,90,9,0,0,0,0
FASTJSON-19_1,smt-5,SAT,5,19,15,9,0,0,0,0
FASTJSON-19_1,smt-66,SAT,48,184,131,9,0,0,0,0
FASTJSON-19_1,smt-67,SAT,52,156,125,9,0,0,0,0
FASTJSON-19_1,smt-17,SAT,64,211,241,69,0,0,0,0
FASTJSON-19_1,smt-117,UNKNOWN,132,513,479,70,0,0,0,0
FASTJSON-19_1,smt-69,SAT,36,135,97,9,0,0,0,0
FASTJSON-19_1,smt-7,SAT,9,34,26,9,0,0,0,0
FASTJSON-19_1,smt-140,SAT,111,294,410,69,0,0,0,0
FASTJSON-19_1,smt-71,UNSAT,182,2075,761,76,56,10,6,57
FASTJSON-19_1,smt-88,SAT,62,154,151,9,0,0,0,0
FASTJSON-19_1,smt-56,UNSAT,160,1725,701,76,2,2,3,3
FASTJSON-19_1,smt-75,SAT,52,186,137,9,0,0,0,0
FASTJSON-19_1,smt-77,SAT,69,195,165,9,0,0,0,0
FASTJSON-19_1,smt-143,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-78,SAT,47,146,119,9,0,0,0,0
FASTJSON-19_1,smt-65,UNSAT,82,259,314,69,23,10,5,26
FASTJSON-19_1,smt-64,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-39,SAT,74,245,280,69,0,0,0,0
FASTJSON-19_1,smt-80,SAT,47,146,119,9,0,0,0,0
FASTJSON-19_1,smt-82,SAT,76,195,178,9,0,0,0,0
FASTJSON-19_1,smt-57,SAT,69,229,261,69,0,0,0,0
FASTJSON-19_1,smt-128,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-19_1,smt-83,SAT,48,154,119,9,0,0,0,0
FASTJSON-19_1,smt-28,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-70,SAT,87,266,324,69,0,0,0,0
FASTJSON-19_1,smt-72,SAT,69,195,165,9,0,0,0,0
FASTJSON-19_1,smt-84,SAT,83,195,197,9,0,0,0,0
FASTJSON-19_1,smt-79,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-85,SAT,47,146,119,9,0,0,0,0
FASTJSON-19_1,smt-25,UNKNOWN,95,361,350,69,0,0,0,0
FASTJSON-19_1,smt-74,UNSAT,179,2075,754,76,2,2,3,3
FASTJSON-19_1,smt-86,SAT,83,195,197,9,0,0,0,0
FASTJSON-19_1,smt-87,UNSAT,83,195,197,9,5,3,6,4
FASTJSON-19_1,smt-9,SAT,7,24,22,9,0,0,0,0
FASTJSON-19_1,smt-81,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-90,SAT,58,156,137,9,0,0,0,0
FASTJSON-19_1,smt-99,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-91,SAT,61,186,149,9,0,0,0,0
FASTJSON-19_1,smt-92,UNSAT,83,195,197,9,5,3,6,4
FASTJSON-19_1,smt-93,SAT,50,146,122,9,0,0,0,0
FASTJSON-19_1,smt-76,SAT,87,270,330,69,0,0,0,0
FASTJSON-19_1,smt-68,UNKNOWN,83,315,312,69,0,0,0,0
FASTJSON-19_1,smt-96,SAT,36,135,97,9,0,0,0,0
FASTJSON-19_1,smt-97,SAT,82,195,193,9,0,0,0,0
FASTJSON-19_1,smt-8,SAT,39,118,156,69,0,0,0,0
FASTJSON-19_1,smt-141,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-98,UNSAT,173,513,575,70,6,2,6,4
FASTJSON-19_1,smt-95,SAT,92,274,340,69,0,0,0,0
FASTJSON-19_1,smt-43,UNKNOWN,176,2075,744,76,0,0,0,0
FASTJSON-19_1,smt-73,UNKNOWN,163,1725,708,76,0,0,0,0
FASTJSON-19_1,smt-94,UNKNOWN,144,513,509,70,0,0,0,0
FASTJSON-19_1,smt-89,UNKNOWN,150,513,524,70,0,0,0,0
FASTJSON-25_1,smt-2,SAT,5,19,15,9,0,0,0,0
FASTJSON-25_1,smt-4,SAT,8,27,22,9,0,0,0,0
FASTJSON-25_1,smt-5,UNSAT,10,32,27,9,6,2,6,3
FASTJSON-25_1,smt-1,UNSAT,9,32,25,9,6,2,6,3
FASTJSON-25_1,smt-3,SAT,13,37,30,9,0,0,0,0
FASTJSON-26_1,smt-11,SAT,6,17,15,9,0,0,0,0
FASTJSON-26_1,smt-10,UNSAT,40,138,175,60,3,3,5,4
FASTJSON-26_1,smt-106,UNSAT,213,1522,637,35,6,2,6,3
FASTJSON-26_1,smt-104,UNSAT,229,3374,703,35,9,10,6,11
FASTJSON-26_1,smt-101,UNSAT,264,3505,807,35,8,2,7,3
FASTJSON-26_1,smt-108,UNSAT,340,40365,1033,35,6,2,6,3
FASTJSON-26_1,smt-103,UNSAT,264,3175,807,35,8,2,7,3
FASTJSON-26_1,smt-1,UNSAT,56,280,277,60,3,3,5,4
FASTJSON-26_1,smt-100,UNSAT,362,27375,1107,35,9,2,8,4
FASTJSON-26_1,smt-105,UNSAT,229,2558,703,35,9,10,6,11
FASTJSON-26_1,smt-229,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-236,UNSAT,238,3638,715,35,9,2,8,3
FASTJSON-26_1,smt-107,SAT,43,129,116,35,0,0,0,0
FASTJSON-26_1,smt-230,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-24,SAT,90,348,256,35,0,0,0,0
FASTJSON-26_1,smt-102,SAT,64,130,224,60,0,0,0,0
FASTJSON-26_1,smt-237,UNSAT,355,13482,1061,35,6,2,6,3
FASTJSON-26_1,smt-110,UNSAT,213,2866,637,35,6,2,6,3
FASTJSON-26_1,smt-235,UNSAT,264,3505,807,35,8,2,7,3
FASTJSON-26_1,smt-234,UNSAT,264,3175,807,35,8,2,7,3
FASTJSON-26_1,smt-228,UNSAT,356,43191,1099,35,11,10,6,13
FASTJSON-26_1,smt-238,UNSAT,178,874,666,34,8,4,10,4
FASTJSON-26_1,smt-233,UNSAT,391,36316,1203,35,8,2,7,3
FASTJSON-26_1,smt-111,UNSAT,356,43719,1099,35,11,10,6,13
FASTJSON-26_1,smt-239,SAT,179,874,668,34,0,0,0,0
FASTJSON-26_1,smt-232,SAT,188,1066,565,35,0,0,0,0
FASTJSON-26_1,smt-252,UNSAT,180,874,670,34,8,4,10,4
FASTJSON-26_1,smt-25,UNSAT,48,203,224,60,3,3,5,4
FASTJSON-26_1,smt-112,UNKNOWN,227,2558,696,35,0,0,0,0
FASTJSON-26_1,smt-242,UNSAT,176,874,663,34,4,2,5,4
FASTJSON-26_1,smt-109,UNKNOWN,354,59391,1092,36,0,0,0,0
FASTJSON-26_1,smt-243,UNSAT,190,874,688,34,4,2,5,4
FASTJSON-26_1,smt-23,UNKNOWN,227,3286,696,35,0,0,0,0
FASTJSON-26_1,smt-245,SAT,275,1848,839,35,0,0,0,0
FASTJSON-26_1,smt-248,UNSAT,389,21597,1190,35,8,2,7,3
FASTJSON-26_1,smt-240,UNKNOWN,275,2002,839,35,0,0,0,0
FASTJSON-26_1,smt-261,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-254,UNSAT,198,874,712,34,29,10,6,31
FASTJSON-26_1,smt-241,UNKNOWN,275,2002,839,35,0,0,0,0
FASTJSON-26_1,smt-263,UNSAT,81,130,264,60,5,3,6,4
FASTJSON-26_1,smt-257,UNSAT,238,3374,715,35,9,2,8,3
FASTJSON-26_1,smt-231,UNKNOWN,275,2653,839,35,0,0,0,0
FASTJSON-26_1,smt-250,UNSAT,356,39759,1099,35,11,10,6,13
FASTJSON-26_1,smt-247,UNSAT,371,15099,1127,35,12,10,6,14
FASTJSON-26_1,smt-259,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-27,SAT,14,34,33,9,0,0,0,0
FASTJSON-26_1,smt-258,UNSAT,362,19647,1107,35,9,2,8,4
FASTJSON-26_1,smt-271,SAT,56,145,141,35,0,0,0,0
FASTJSON-26_1,smt-253,UNKNOWN,275,2002,839,35,0,0,0,0
FASTJSON-26_1,smt-26,UNSAT,67,315,301,60,3,3,5,4
FASTJSON-26_1,smt-265,UNSAT,264,4675,807,35,8,2,7,3
FASTJSON-26_1,smt-267,UNSAT,264,4675,807,35,8,2,7,3
FASTJSON-26_1,smt-272,SAT,186,874,693,34,0,0,0,0
FASTJSON-26_1,smt-266,SAT,200,874,718,34,0,0,0,0
FASTJSON-26_1,smt-251,UNSAT,217,1139,796,51,30,10,6,32
FASTJSON-26_1,smt-246,UNKNOWN,275,2653,839,35,0,0,0,0
FASTJSON-26_1,smt-249,UNKNOWN,275,2002,839,35,0,0,0,0
FASTJSON-26_1,smt-279,SAT,200,874,718,34,0,0,0,0
FASTJSON-26_1,smt-28,UNSAT,92,612,464,60,28,12,6,31
FASTJSON-26_1,smt-244,UNKNOWN,369,21322,1120,35,0,0,0,0
FASTJSON-26_1,smt-269,UNSAT,264,3395,807,35,8,2,7,3
FASTJSON-26_1,smt-270,UNSAT,264,2395,807,35,7,2,7,4
FASTJSON-26_1,smt-264,UNSAT,264,3505,807,35,8,2,7,3
FASTJSON-26_1,smt-3,UNSAT,5,14,14,8,4,9,4,7
FASTJSON-26_1,smt-273,UNSAT,371,30835,1127,35,12,10,6,14
FASTJSON-26_1,smt-278,UNSAT,588,3493,1380,260,31,10,6,33
FASTJSON-26_1,smt-281,SAT,200,874,718,34,0,0,0,0
FASTJSON-26_1,smt-33,UNSAT,59,232,250,60,3,3,5,4
FASTJSON-26_1,smt-255,UNKNOWN,275,1414,839,35,0,0,0,0
FASTJSON-26_1,smt-285,SAT,202,874,721,34,0,0,0,0
FASTJSON-26_1,smt-275,SAT,200,874,718,34,0,0,0,0
FASTJSON-26_1,smt-38,UNSAT,91,612,460,60,28,9,4,31
FASTJSON-26_1,smt-256,UNKNOWN,275,2653,839,35,0,0,0,0
FASTJSON-26_1,smt-262,UNSAT,264,4675,807,35,8,2,7,3
FASTJSON-26_1,smt-37,UNSAT,32,85,131,60,3,3,5,4
FASTJSON-26_1,smt-32,SAT,47,130,182,60,0,0,0,0
FASTJSON-26_1,smt-30,UNSAT,75,410,356,60,3,3,5,4
FASTJSON-26_1,smt-276,UNSAT,206,874,726,34,4,2,5,4
FASTJSON-26_1,smt-41,SAT,17,34,37,9,0,0,0,0
FASTJSON-26_1,smt-283,UNSAT,355,13482,1061,35,6,2,6,3
FASTJSON-26_1,smt-260,UNSAT,391,37548,1203,35,8,2,7,3
FASTJSON-26_1,smt-277,SAT,194,874,704,34,0,0,0,0
FASTJSON-26_1,smt-43,UNSAT,87,575,446,60,3,3,5,4
FASTJSON-26_1,smt-35,UNSAT,64,369,334,60,3,3,5,4
FASTJSON-26_1,smt-5,UNSAT,52,240,250,60,3,3,5,3
FASTJSON-26_1,smt-39,UNSAT,79,462,385,60,3,3,5,3
FASTJSON-26_1,smt-34,UNSAT,340,53109,1033,35,6,2,6,3
FASTJSON-26_1,smt-282,SAT,194,874,704,34,0,0,0,0
FASTJSON-26_1,smt-44,SAT,10,17,21,9,0,0,0,0
FASTJSON-26_1,smt-4,UNSAT,60,323,305,60,3,3,5,3
FASTJSON-26_1,smt-40,UNSAT,213,3130,637,35,6,2,6,3
FASTJSON-26_1,smt-268,UNSAT,391,112315,1203,38,8,2,7,3
FASTJSON-26_1,smt-29,SAT,13,17,25,9,0,0,0,0
FASTJSON-26_1,smt-31,UNSAT,356,59391,1099,36,11,10,6,13
FASTJSON-26_1,smt-36,UNSAT,68,418,364,60,3,3,5,4
FASTJSON-26_1,smt-45,UNSAT,229,3374,703,35,9,10,6,11
FASTJSON-26_1,smt-48,UNSAT,264,6760,807,35,8,2,7,3
FASTJSON-26_1,smt-280,SAT,275,1848,839,35,0,0,0,0
FASTJSON-26_1,smt-274,SAT,172,874,658,34,0,0,0,0
FASTJSON-26_1,smt-124,UNSAT,81,130,264,60,5,2,5,3
FASTJSON-26_1,smt-129,UNSAT,264,3395,807,35,8,2,7,3
FASTJSON-26_1,smt-284,SAT,186,874,683,34,0,0,0,0
FASTJSON-26_1,smt-42,UNKNOWN,354,26847,1092,35,0,0,0,0
FASTJSON-26_1,smt-54,SAT,192,874,701,34,0,0,0,0
FASTJSON-26_1,smt-50,SAT,194,874,705,34,0,0,0,0
FASTJSON-26_1,smt-51,UNSAT,190,874,698,34,4,2,5,4
FASTJSON-26_1,smt-52,UNSAT,231,1139,831,51,30,10,6,32
FASTJSON-26_1,smt-62,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-26_1,smt-55,SAT,17,34,39,9,0,0,0,0
FASTJSON-26_1,smt-53,UNSAT,204,874,723,34,4,2,5,4
FASTJSON-26_1,smt-6,SAT,73,450,380,60,0,0,0,0
FASTJSON-26_1,smt-58,UNSAT,204,874,723,34,4,2,5,4
FASTJSON-26_1,smt-60,UNSAT,216,966,749,34,29,10,6,31
FASTJSON-26_1,smt-46,UNSAT,391,50638,1203,36,8,2,7,3
FASTJSON-26_1,smt-59,UNSAT,193,874,703,34,8,3,9,4
FASTJSON-26_1,smt-66,UNSAT,81,130,264,60,5,2,5,3
FASTJSON-26_1,smt-61,UNSAT,391,34930,1203,35,8,2,7,3
FASTJSON-26_1,smt-56,UNSAT,356,43719,1099,35,11,10,6,13
FASTJSON-26_1,smt-68,UNSAT,196,874,713,34,5,2,5,3
FASTJSON-26_1,smt-47,UNSAT,81,130,264,60,5,2,5,3
FASTJSON-26_1,smt-57,UNSAT,231,1139,831,51,30,10,6,32
FASTJSON-26_1,smt-75,SAT,43,129,116,35,0,0,0,0
FASTJSON-26_1,smt-74,SAT,43,129,116,35,0,0,0,0
FASTJSON-26_1,smt-64,SAT,43,129,116,35,0,0,0,0
FASTJSON-26_1,smt-63,SAT,7,21,21,8,0,0,0,0
FASTJSON-26_1,smt-79,UNSAT,190,874,688,34,4,2,5,4
FASTJSON-26_1,smt-80,SAT,227,3286,696,35,0,0,0,0
FASTJSON-26_1,smt-14,UNSAT,72,450,378,60,24,9,4,27
FASTJSON-26_1,smt-167,UNSAT,264,4565,807,35,8,2,7,3
FASTJSON-26_1,smt-83,SAT,43,129,116,35,0,0,0,0
FASTJSON-26_1,smt-7,UNSAT,44,169,199,60,3,3,5,3
FASTJSON-26_1,smt-67,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-70,UNSAT,176,874,663,34,4,2,5,4
FASTJSON-26_1,smt-84,UNSAT,229,3286,703,35,9,10,6,11
FASTJSON-26_1,smt-99,UNSAT,264,5005,807,35,8,2,7,3
FASTJSON-26_1,smt-8,UNSAT,73,450,382,60,2,2,3,3
FASTJSON-26_1,smt-49,UNSAT,391,75124,1203,37,8,2,7,3
FASTJSON-26_1,smt-9,SAT,41,114,165,60,0,0,0,0
FASTJSON-26_1,smt-65,SAT,39,123,106,35,0,0,0,0
FASTJSON-26_1,smt-72,UNSAT,178,874,666,34,8,4,10,4
FASTJSON-26_1,smt-85,UNSAT,213,2778,637,35,6,2,6,3
FASTJSON-26_1,smt-76,UNSAT,213,2866,637,35,6,2,6,3
FASTJSON-26_1,smt-88,SAT,39,123,106,35,0,0,0,0
